# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	1120011	1122278	+	GJIDJL_01109	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J1WHQ8
contig_1	cds	1122489	1123406	+	GJIDJL_01110	582.0	4.3e-213	1.0	1.0	0.993	BlastRules:WP_001130308
contig_1	cds	1123413	1124570	+	GJIDJL_01111	705.0	2.5e-259	1.0	1.0	0.987	BlastRules:WP_000220837
contig_1	cds	1124563	1125489	+	GJIDJL_01112	593.0	1.0e-217	1.0	1.0	0.987	BlastRules:WP_000569315
contig_1	cds	1125494	1126225	+	GJIDJL_01113	439.0	1.3e-158	1.0	1.0	0.996	BlastRules:WP_000783123
contig_1	cds	1126206	1126313	-	GJIDJL_01114	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q2EES6
contig_1	cds	1126373	1127104	-	GJIDJL_01115	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33358
contig_1	cds	1127326	1129011	+	GJIDJL_01116	1079.0	0.0	1.0	1.0	1.0	BlastRules:WP_001295431
contig_1	cds	1129008	1129727	+	GJIDJL_01117	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFT5
contig_1	cds	1129774	1130244	+	GJIDJL_01118	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3T4D2
contig_1	cds	1130285	1130746	-	GJIDJL_01119	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33354
contig_1	cds	1130871	1132871	-	GJIDJL_01120	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2H3M4T3
contig_1	cds	1132868	1134004	-	GJIDJL_01121	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1GD67
contig_1	cds	1133997	1136276	-	GJIDJL_01122	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2H3LP38
contig_1	cds	1136287	1137375	-	GJIDJL_01123	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_W8SYZ4
contig_1	ncRNA	1137487	1137562	-	GJIDJL_01124	100.0	4.8e-17	-	-	-	RFAM:RF02083
contig_1	cds	1137808	1137897	+	GJIDJL_01125	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8X3T7
contig_1	ncRNA	1138097	1138170	-	GJIDJL_01126	88.9	8.5e-15	-	-	-	RFAM:RF02083
contig_1	cds	1138416	1138505	+	GJIDJL_01127	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8X3T7
contig_1	cds	1138615	1138932	-	GJIDJL_01128	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A093DUK3
contig_1	cds	1138993	1142625	-	GJIDJL_01129	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2H3LWJ6
contig_1	cds	1142635	1146429	-	GJIDJL_01130	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E0XWX0
contig_1	cds	1146570	1148603	-	GJIDJL_01131	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZNT3
contig_1	cds	1148735	1149844	+	GJIDJL_01132	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AF08
contig_1	cds	1150107	1150388	+	GJIDJL_01133	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9Y4
contig_1	cds	1150681	1151223	+	GJIDJL_01134	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7R2Q4
contig_1	cds	1151304	1151978	+	GJIDJL_01135	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A086U800
contig_1	cds	1151994	1154474	+	GJIDJL_01136	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9Y0
contig_1	cds	1154490	1155524	+	GJIDJL_01137	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2H3LP66
contig_1	cds	1155606	1155944	-	GJIDJL_01138	231.0	9.8e-81	1.0	1.0	1.0	BlastRules:WP_000153067
contig_1	cds	1156163	1156987	-	GJIDJL_01139	472.0	1.1e-170	1.0	1.0	0.982	BlastRules:WP_000134636
contig_1	cds	1157108	1157380	+	GJIDJL_01140	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64530
contig_1	ncRNA-region	1157472	1157568	+	-	71.1	1.8e-11	-	-	-	RFAM:RF00059
contig_1	cds	1157603	1158391	+	GJIDJL_01141	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9X5
contig_1	cds	1158388	1159188	+	GJIDJL_01142	478.0	1.5e-173	1.0	1.0	0.906	BlastRules:WP_001188957
contig_1	cds	1159253	1160071	+	GJIDJL_01143	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066PZ17
contig_1	cds	1160123	1160869	+	GJIDJL_01144	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACM5
contig_1	cds	1160843	1161808	-	GJIDJL_01145	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9X1
contig_1	cds	1161805	1162809	-	GJIDJL_01146	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9X0
contig_1	cds	1162806	1164083	-	GJIDJL_01147	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76417
contig_1	cds	1164340	1165392	+	GJIDJL_01148	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9W8
contig_1	cds	1165702	1166556	+	GJIDJL_01149	553.0	1.6e-202	1.0	1.0	0.993	BlastRules:WP_001307281
contig_1	cds	1166585	1167064	+	GJIDJL_01150	260.0	1.5e-87	0.836	0.985	0.962	UniRef:UniRef90_A0A485JD84
contig_1	cds	1167006	1167842	+	GJIDJL_01151	556.0	1.8e-200	1.0	1.0	0.993	UniRef:UniRef90_A0A656BMG1
contig_1	cds	1167852	1168304	+	GJIDJL_01152	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0A8KK10
contig_1	cds	1168335	1168619	+	GJIDJL_01153	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A376K621
contig_1	cds	1168623	1169978	+	GJIDJL_01154	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E0XXD2
contig_1	cds	1170026	1171066	+	GJIDJL_01155	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9W1
contig_1	cds	1171166	1171945	+	GJIDJL_01156	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7QSW1
contig_1	cds	1172027	1172926	-	GJIDJL_01157	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9V9
contig_1	cds	1173341	1173658	+	GJIDJL_01158	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_W8T7I4
contig_1	ncRNA	1173820	1173905	-	GJIDJL_01159	100.8	1.4e-15	-	-	-	RFAM:RF00112
contig_1	cds	1173988	1175349	-	GJIDJL_01160	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76403
contig_1	cds	1175452	1175748	-	GJIDJL_01161	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7QFH1
contig_1	cds	1175750	1176001	-	GJIDJL_01162	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8S7RCQ5
contig_1	cds	1176255	1176587	-	GJIDJL_01163	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q83KI3
contig_1	cds	1176778	1177500	-	GJIDJL_01164	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7Q893
contig_1	cds	1177497	1178900	-	GJIDJL_01165	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SCS4
contig_1	cds	1178897	1180312	-	GJIDJL_01166	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9V0
contig_1	cds	1180313	1183390	-	GJIDJL_01167	1901.0	0.0	1.0	1.0	0.995	BlastRules:WP_000667481
contig_1	cds	1183391	1186513	-	GJIDJL_01168	1900.0	0.0	1.0	1.0	0.996	BlastRules:WP_001197805
contig_1	cds	1186513	1187760	-	GJIDJL_01169	759.0	1.2e-279	1.0	1.0	0.993	BlastRules:WP_000678822
contig_1	ncRNA	1188024	1188166	-	GJIDJL_01170	142.1	3.9e-23	-	-	-	RFAM:RF00113
contig_1	sorf	1188039	1188095	+	GJIDJL_01171	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P608
contig_1	ncRNA	1188352	1188494	-	GJIDJL_01172	142.1	3.9e-23	-	-	-	RFAM:RF00113
contig_1	sorf	1188367	1188423	+	GJIDJL_01173	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P608
contig_1	ncRNA	1188681	1188829	-	GJIDJL_01174	149.6	1.8e-24	-	-	-	RFAM:RF00113
contig_1	sorf	1188696	1188755	+	GJIDJL_01175	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P607
contig_1	cds	1188976	1189635	+	GJIDJL_01176	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9U6
contig_1	cds	1189713	1190393	+	GJIDJL_01177	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A093E1J3
contig_1	cds	1190390	1192330	+	GJIDJL_01178	1249.0	0.0	0.994	0.991	0.981	BlastRules:WP_000856081
contig_1	cds	1192342	1193694	-	GJIDJL_01179	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066RHW6
contig_1	cds	1193828	1194685	+	GJIDJL_01180	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1DXA4
contig_1	cds	1194724	1198041	-	GJIDJL_01181	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9U1
contig_1	cds	1198359	1199000	+	GJIDJL_01182	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8F4
contig_1	cds	1199092	1199673	+	GJIDJL_01183	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZNN9
contig_1	cds	1199695	1201548	+	GJIDJL_01184	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1M949
contig_1	cds	1201822	1203405	-	GJIDJL_01185	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A069FC81
contig_1	ncRNA-region	1203847	1203885	+	-	57.4	6.3e-12	-	-	-	RFAM:RF01707
contig_1	cds	1204064	1205203	+	GJIDJL_01186	754.0	1.0e-278	1.0	1.0	1.0	BlastRules:WP_000978094
contig_1	cds	1205209	1205652	+	GJIDJL_01187	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AAB2
contig_1	cds	1205655	1207817	+	GJIDJL_01188	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E0XYS6
contig_1	cds	1207995	1208834	+	GJIDJL_01189	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SCX2
contig_1	cds	1208837	1209325	+	GJIDJL_01190	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACC9
contig_1	cds	1209322	1210539	+	GJIDJL_01191	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E0XXG3
contig_1	cds	1210514	1211731	+	GJIDJL_01192	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9T0
contig_1	cds	1211742	1212488	+	GJIDJL_01193	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A099AW43
contig_1	cds	1212504	1213052	+	GJIDJL_01194	374.0	4.9e-135	1.0	1.0	0.995	BlastRules:WP_001153547
contig_1	cds	1213079	1214200	+	GJIDJL_01195	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AC88
contig_1	cds	1214203	1215168	+	GJIDJL_01196	646.0	5.2e-238	1.0	1.0	0.988	BlastRules:WP_000043654
contig_1	cds	1215168	1215650	+	GJIDJL_01197	315.0	2.7e-112	0.994	1.0	0.956	BlastRules:WP_001393539
contig_1	cds	1215647	1216870	+	GJIDJL_01198	714.0	6.2e-262	1.0	1.0	0.860	BlastRules:WP_000699632
contig_1	cds	1216873	1218309	+	GJIDJL_01199	875.0	0.0	1.0	0.996	0.908	BlastRules:WP_000605938
contig_1	ncRNA	1218379	1218449	-	GJIDJL_01200	69.5	5.5e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA	1218467	1218537	-	GJIDJL_01201	72.7	1.4e-10	-	-	-	RFAM:RF02564
contig_1	ncRNA-region	1218624	1218673	+	-	77.4	9.0e-14	-	-	-	RFAM:RF02929
contig_1	cds	1218678	1220048	+	GJIDJL_01202	915.0	0.0	1.0	1.0	0.991	BlastRules:WP_000164218
contig_1	cds	1220103	1221497	+	GJIDJL_01203	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A086V0Z8
contig_1	cds	1221499	1222977	+	GJIDJL_01204	889.0	0.0	1.0	1.0	0.992	BlastRules:WP_000058424
contig_1	ncRNA	1223072	1223142	-	GJIDJL_01205	79.7	7.6e-12	-	-	-	RFAM:RF02564
contig_1	cds	1223262	1224542	+	GJIDJL_01206	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1NBP5
contig_1	cds	1224539	1225759	+	GJIDJL_01207	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2H3LPB1
contig_1	cds	1225770	1227164	+	GJIDJL_01208	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9R7
contig_1	cds	1227322	1228317	+	GJIDJL_01209	664.0	1.1e-244	1.0	1.0	1.0	BlastRules:WP_000999466
contig_1	cds	1228560	1229453	+	GJIDJL_01210	580.0	6.6e-213	1.0	1.0	1.0	BlastRules:WP_000183060
contig_1	ncRNA-region	1229715	1229753	+	-	50.9	1.9e-10	-	-	-	RFAM:RF01707
contig_1	cds	1229814	1230434	+	GJIDJL_01211	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q93NQ3
contig_1	cds	1230439	1231479	+	GJIDJL_01212	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9R3
contig_1	cds	1231485	1232750	+	GJIDJL_01213	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2H3LP95
contig_1	cds	1232747	1233910	+	GJIDJL_01214	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9R1
contig_1	cds	1233995	1234945	+	GJIDJL_01215	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9R0
contig_1	cds	1234942	1236054	+	GJIDJL_01216	704.0	1.6e-259	1.0	1.0	0.997	BlastRules:WP_087634119
contig_1	cds	1236060	1237283	+	GJIDJL_01217	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9Q9
contig_1	cds	1237283	1238560	+	GJIDJL_01218	780.0	1.6e-287	1.0	1.0	1.0	BlastRules:WP_001056745
contig_1	cds	1238585	1239391	+	GJIDJL_01219	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9Q7
contig_1	cds	1239512	1240918	+	GJIDJL_01220	885.0	0.0	1.0	1.0	0.953	VFDB:VFG048830
contig_1	cds	1241166	1242332	+	GJIDJL_01221	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0A8KIF6
contig_1	cds	1242479	1243456	+	GJIDJL_01222	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9Q4
contig_1	cds	1243554	1244165	-	GJIDJL_01223	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9Q3
contig_1	cds	1244159	1244935	-	GJIDJL_01224	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9Q2
contig_1	cds	1244917	1245654	-	GJIDJL_01225	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9Q1
contig_1	cds	1245654	1246244	-	GJIDJL_01226	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60595
contig_1	cds	1246244	1247311	-	GJIDJL_01227	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A2A3V2Z2
contig_1	cds	1247311	1248381	-	GJIDJL_01228	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9P8
contig_1	cds	1248378	1249682	-	GJIDJL_01229	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L9P7
contig_1	cds	1249688	1250587	-	GJIDJL_01230	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60757
contig_1	ncRNA-region	1250634	1250757	-	-	131.7	6.4e-21	-	-	-	RFAM:RF00514
contig_1	sorf	1250733	1250783	-	GJIDJL_01231	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60995
contig_1	cds	1251067	1251318	+	GJIDJL_01232	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69346
contig_1	cds	1251315	1251569	+	GJIDJL_01233	181.0	1.2e-61	1.0	1.0	1.0	BlastRules:WP_000767829
contig_1	cds	1251652	1252476	+	GJIDJL_01234	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_J7QSM6
contig_1	cds	1252501	1253451	+	GJIDJL_01235	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A128AJT5
contig_1	ncRNA	1253497	1253571	+	GJIDJL_01236	68.3	3.4e-09	-	-	-	RFAM:RF02074
contig_1	sorf	1253666	1253728	+	GJIDJL_01237	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C1P606
contig_1	cds	1253718	1255076	+	GJIDJL_01238	870.0	0.0	1.0	1.0	1.0	BlastRules:WP_000019197
contig_1	cds	1255309	1256313	+	GJIDJL_01239	651.0	2.9e-239	1.0	0.949	0.985	BlastRules:WP_000492339
contig_1	cds	1256327	1256554	+	GJIDJL_01240	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SD74
contig_1	cds	1256597	1258024	-	GJIDJL_01241	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0A8KH97
contig_1	cds	1258233	1259399	+	GJIDJL_01242	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1B215
contig_1	cds	1259518	1259991	+	GJIDJL_01243	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SD80
contig_1	cds	1260189	1260869	+	GJIDJL_01244	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A836NAU9
contig_1	cds	1260933	1261913	+	GJIDJL_01245	644.0	3.1e-237	1.0	1.0	1.0	IS:IS621
contig_1	cds	1262104	1262526	+	GJIDJL_01246	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33011
contig_1	sorf	1262582	1262632	+	GJIDJL_01247	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DUW3
contig_1	cds	1262698	1263027	+	GJIDJL_01248	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8M6
contig_1	cds	1263128	1263352	-	GJIDJL_01249	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB38EY39
contig_1	cds	1263925	1264119	-	GJIDJL_01250	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P64526
contig_1	cds	1264116	1264490	-	GJIDJL_01251	250.0	8.0e-88	1.0	1.0	1.0	BlastRules:WP_000854814
contig_1	cds	1264579	1264947	-	GJIDJL_01252	262.0	1.3e-92	1.0	1.0	0.992	BlastRules:WP_000854814
contig_1	cds	1265021	1265242	-	GJIDJL_01253	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A085PAY4
contig_1	cds	1265305	1265781	-	GJIDJL_01254	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P76362
contig_1	cds	1265797	1266276	-	GJIDJL_01255	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00100960BE
contig_1	cds	1266358	1267179	-	GJIDJL_01256	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A069FHZ7
contig_1	cds	1267400	1267810	-	GJIDJL_01257	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024L176
contig_1	cds	1267826	1268509	-	GJIDJL_01258	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002B8E98D
contig_1	cds	1268643	1269713	-	GJIDJL_01259	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0015C5C704
contig_1	cds	1269710	1270615	-	GJIDJL_01260	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066QCB1
contig_1	cds	1270612	1273008	-	GJIDJL_01261	1509.0	0.0	0.997	0.993	0.992	UniRef:UniRef90_UPI003784F09B
contig_1	cds	1273226	1274098	-	GJIDJL_01262	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000E0BF728
contig_1	cds	1274182	1275333	-	GJIDJL_01263	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066R9Q2
contig_1	sorf	1276464	1276526	-	GJIDJL_01264	44.3	3.3e-10	1.0	0.909	1.0	UniRef:UniRef90_B7MDE5
contig_1	cds	1276901	1277284	+	GJIDJL_01265	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A345AMT5
contig_1	cds	1277281	1277628	+	GJIDJL_01266	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024L276
contig_1	cds	1277678	1279213	+	GJIDJL_01267	999.0	0.0	1.0	1.0	0.986	IS:ISEc78
contig_1	sorf	1279345	1279434	+	GJIDJL_01268	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7MDE2
contig_1	cds	1280172	1280774	-	GJIDJL_01269	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1X0PCE0
contig_1	cds	1280868	1281074	-	GJIDJL_01270	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0E1L8H3
contig_1	cds	1281215	1281481	+	GJIDJL_01271	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000339D88E
contig_1	cds	1282200	1282400	-	GJIDJL_01272	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024L0K2
contig_1	cds	1282600	1283169	+	GJIDJL_01273	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8H9T811
contig_1	cds	1283429	1283830	+	GJIDJL_01274	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1X1LVG0
contig_1	cds	1283818	1284228	+	GJIDJL_01275	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAI8H536
contig_1	cds	1284512	1285891	+	GJIDJL_01276	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0A0GQD5
contig_1	cds	1286543	1287577	-	GJIDJL_01277	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024L284
contig_1	cds	1287580	1287843	-	GJIDJL_01278	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024L1F5
contig_1	cds	1287937	1288545	-	GJIDJL_01279	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0A1A5M8
contig_1	cds	1288602	1289360	-	GJIDJL_01280	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1MF53
contig_1	cds	1289374	1290588	-	GJIDJL_01281	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A069FMY8
contig_1	cds	1290784	1290900	-	GJIDJL_01282	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024L287
contig_1	sorf	1291540	1291629	+	GJIDJL_01283	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0H3MG11
contig_1	cds	1292654	1293196	+	GJIDJL_01284	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AE76
contig_1	cds	1293193	1293936	+	GJIDJL_01285	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A7ZNF6
contig_1	cds	1293948	1295027	+	GJIDJL_01286	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L916
contig_1	cds	1295089	1296024	+	GJIDJL_01287	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L915
contig_1	tRNA	1296080	1296155	-	GJIDJL_01288	79.7	-	-	-	-	-
contig_1	cds	1296482	1297399	+	GJIDJL_01289	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066QC14
contig_1	cds	1297501	1298451	+	GJIDJL_01290	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L913
contig_1	tRNA	1298489	1298564	-	GJIDJL_01291	79.7	-	-	-	-	-
contig_1	cds	1298758	1300212	+	GJIDJL_01292	946.0	0.0	1.0	0.978	0.996	BlastRules:WP_001323172
contig_1	tRNA	1300313	1300388	+	GJIDJL_01293	79.7	-	-	-	-	-
contig_1	cds	1300840	1301556	-	GJIDJL_01294	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8A2
contig_1	cds	1301899	1303353	-	GJIDJL_01295	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q1RPH8
contig_1	cds	1303455	1304771	-	GJIDJL_01296	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_E2QNI3
contig_1	cds	1305086	1306138	+	GJIDJL_01297	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L908
contig_1	cds	1306266	1306913	-	GJIDJL_01298	416.0	6.2e-147	1.0	1.0	0.995	UniRef:UniRef90_A0A0P7PZX4
contig_1	cds	1306962	1308224	-	GJIDJL_01299	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A066QQ96
contig_1	cds	1308357	1309067	-	GJIDJL_01300	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000219C344
contig_1	cds	1309757	1311778	-	GJIDJL_01301	1344.0	0.0	1.0	1.0	0.996	VFDB:VFG044333
contig_1	cds	1311909	1313486	-	GJIDJL_01302	1031.0	0.0	1.0	1.0	0.996	BlastRules:WP_001088826
contig_1	cds	1313490	1314293	-	GJIDJL_01303	554.0	1.5e-203	1.0	1.0	0.993	BlastRules:WP_002212799
contig_1	cds	1314290	1315390	-	GJIDJL_01304	759.0	3.7e-281	1.0	1.0	0.997	VFDB:VFG000361
contig_1	cds	1315387	1324878	-	GJIDJL_01305	6284.0	0.0	1.0	1.0	0.996	VFDB:VFG000362
contig_1	cds	1324966	1331073	-	GJIDJL_01306	4107.0	0.0	1.0	0.997	0.995	BlastRules:WP_011171836
contig_1	cds	1331264	1332223	-	GJIDJL_01307	643.0	5.2e-237	1.0	1.0	0.997	BlastRules:WP_000140406
contig_1	cds	1332480	1334192	+	GJIDJL_01308	-	-	1.0	0.950	0.993	NCBIProtein:CAA21388.1
contig_1	cds	1334179	1335981	+	GJIDJL_01309	-	-	1.0	1.0	0.997	NCBIProtein:AAC69584.1
contig_1	cds	1335974	1337254	+	GJIDJL_01310	778.0	6.9e-287	1.0	1.0	0.991	VFDB:VFG000367
contig_1	cds	1337282	1338586	+	GJIDJL_01311	859.0	1.8e-318	1.0	1.0	0.995	VFDB:VFG000368
contig_1	cds	1338780	1340042	-	GJIDJL_01312	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B1K1V6
contig_1	tRNA	1340204	1340279	-	GJIDJL_01313	79.7	-	-	-	-	-
contig_1	cds	1340380	1341177	-	GJIDJL_01314	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L8Z1
contig_1	tRNA	1341271	1341360	+	GJIDJL_01315	90.4	-	-	-	-	-
contig_1	cds	1342030	1342680	-	GJIDJL_01316	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0B0VEC1
contig_1	cds	1342937	1343572	-	GJIDJL_01317	337.0	1.2e-119	0.915	0.970	0.855	BlastRules:WP_001241496
contig_1	cds	1343573	1344577	-	GJIDJL_01318	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B7L8Y8
contig_1	cds	1344686	1345099	-	GJIDJL_01319	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q8XB75
contig_1	cds	1345121	1345903	+	GJIDJL_01320	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0J3VA82
contig_1	cds	1345903	1347261	+	GJIDJL_01321	862.0	3.3e-319	1.0	1.0	0.996	BlastRules:WP_000826792
